"id_plant","date","weight_kg","timing","dryW_kg","phyto","treatment_co2","water_treatment","plant_in_pot","increment_g","day_incr"
3,2021-04-29,6.7345,"2_after watering",4.30181,2,"ambient","drought","yes",NA,NA
3,2021-05-03,6.73,"2_after watering",4.30181,2,"ambient","drought","yes",NA,NA
3,2021-05-06,6.6825,"1_before watering",4.30181,2,"ambient","drought","yes",47.5000000000003,3
3,2021-05-06,6.802,"2_after watering",4.30181,2,"ambient","drought","yes",NA,NA
3,2021-05-07,6.7285,"1_before watering",4.30181,2,"ambient","drought","yes",73.4999999999992,1
3,2021-05-10,6.652,"1_before watering",4.30181,2,"ambient","drought","yes",76.5000000000002,3
3,2021-05-10,6.8395,"2_after watering",4.30181,2,"ambient","drought","yes",NA,NA
3,2021-05-12,6.7275,"1_before watering",4.30181,2,"ambient","drought","yes",112,2
3,2021-05-12,6.902,"2_after watering",4.30181,2,"ambient","drought","yes",NA,NA
3,2021-05-17,6.676,"1_before watering",4.30181,2,"ambient","drought","yes",226,5
3,2021-05-20,6.436,"1_before watering",4.30181,2,"ambient","drought","yes",240,3
3,2021-05-24,6.18,"1_before watering",4.30181,2,"ambient","drought","yes",256,4
3,2021-05-27,6.0235,"1_before watering",4.30181,2,"ambient","drought","yes",156.499999999999,3
6,2021-04-30,7.155,"2_after watering",4.77425,1,"elevated","drought","yes",NA,NA
6,2021-05-04,6.9465,"1_before watering",4.77425,1,"elevated","drought","yes",208.5,4
6,2021-05-04,7.1925,"2_after watering",4.77425,1,"elevated","drought","yes",NA,NA
6,2021-05-07,7.0115,"1_before watering",4.77425,1,"elevated","drought","yes",181,3
6,2021-05-07,7.1695,"2_after watering",4.77425,1,"elevated","drought","yes",NA,NA
6,2021-05-10,7.0615,"1_before watering",4.77425,1,"elevated","drought","yes",108.000000000001,3
6,2021-05-10,7.22,"2_after watering",4.77425,1,"elevated","drought","yes",NA,NA
6,2021-05-13,7.013,"1_before watering",4.77425,1,"elevated","drought","yes",207,3
6,2021-05-13,7.202,"2_after watering",4.77425,1,"elevated","drought","yes",NA,NA
6,2021-05-17,7.0555,"1_before watering",4.77425,1,"elevated","drought","yes",146.5,4
6,2021-05-20,6.873,"1_before watering",4.77425,1,"elevated","drought","yes",182.5,3
6,2021-05-24,6.687,"1_before watering",4.77425,1,"elevated","drought","yes",186,4
6,2021-05-27,6.4985,"1_before watering",4.77425,1,"elevated","drought","yes",188.5,3
14,2021-04-30,6.643,"2_after watering",4.18168,1,"elevated","drought","yes",NA,NA
14,2021-05-04,6.3685,"1_before watering",4.18168,1,"elevated","drought","yes",274.5,4
14,2021-05-04,6.721,"2_after watering",4.18168,1,"elevated","drought","yes",NA,NA
14,2021-05-07,6.4915,"1_before watering",4.18168,1,"elevated","drought","yes",229.5,3
14,2021-05-07,6.8175,"2_after watering",4.18168,1,"elevated","drought","yes",NA,NA
14,2021-05-10,6.4645,"1_before watering",4.18168,1,"elevated","drought","yes",353,3
14,2021-05-10,6.8245,"2_after watering",4.18168,1,"elevated","drought","yes",NA,NA
14,2021-05-13,6.4785,"1_before watering",4.18168,1,"elevated","drought","yes",345.999999999999,3
14,2021-05-13,6.8345,"2_after watering",4.18168,1,"elevated","drought","yes",NA,NA
14,2021-05-17,6.4665,"1_before watering",4.18168,1,"elevated","drought","yes",368,4
14,2021-05-20,6.0665,"1_before watering",4.18168,1,"elevated","drought","yes",400,3
14,2021-05-24,5.669,"1_before watering",4.18168,1,"elevated","drought","yes",397.5,4
14,2021-05-27,5.487,"1_before watering",4.18168,1,"elevated","drought","yes",181.999999999999,3
14,2021-05-31,5.3615,"1_before watering",4.18168,1,"elevated","drought","yes",125.5,4
14,2021-06-03,5.283,"1_before watering",4.18168,1,"elevated","drought","yes",78.5,3
14,2021-06-09,5.179,"1_before watering",4.18168,1,"elevated","drought","yes",104,6
20,2021-04-29,6.921,"2_after watering",4.48441,2,"ambient","control","yes",NA,NA
20,2021-05-03,6.8655,"2_after watering",4.48441,2,"ambient","control","yes",NA,NA
20,2021-05-06,6.524,"1_before watering",4.48441,2,"ambient","control","yes",341.5,3
20,2021-05-06,6.8815,"2_after watering",4.48441,2,"ambient","control","yes",NA,NA
20,2021-05-07,6.9265,"1_before watering",4.48441,2,"ambient","control","yes",NA,1
20,2021-05-10,6.374,"1_before watering",4.48441,2,"ambient","control","yes",552.5,3
20,2021-05-10,6.745,"2_after watering",4.48441,2,"ambient","control","yes",NA,NA
20,2021-05-13,6.2475,"1_before watering",4.48441,2,"ambient","control","yes",497.500000000001,3
20,2021-05-13,6.9215,"2_after watering",4.48441,2,"ambient","control","yes",NA,NA
20,2021-05-17,6.323,"1_before watering",4.48441,2,"ambient","control","yes",598.5,4
20,2021-05-17,6.683,"2_after watering",4.48441,2,"ambient","control","yes",NA,NA
20,2021-05-20,6.1855,"1_before watering",4.48441,2,"ambient","control","yes",497.5,3
20,2021-05-20,6.554,"2_after watering",4.48441,2,"ambient","control","yes",NA,NA
20,2021-05-24,6.065,"1_before watering",4.48441,2,"ambient","control","yes",489,4
20,2021-05-24,6.402,"2_after watering",4.48441,2,"ambient","control","yes",NA,NA
20,2021-05-27,5.8525,"1_before watering",4.48441,2,"ambient","control","yes",549.5,3
20,2021-05-27,6.232,"2_after watering",4.48441,2,"ambient","control","yes",NA,NA
20,2021-05-31,5.736,"1_before watering",4.48441,2,"ambient","control","yes",496,4
20,2021-05-31,6.1085,"2_after watering",4.48441,2,"ambient","control","yes",NA,NA
20,2021-06-01,6.034,"1_before watering",4.48441,2,"ambient","control","yes",74.5000000000005,1
23,2021-04-29,6.9055,"2_after watering",4.43329,2,"ambient","drought","yes",NA,NA
23,2021-05-03,6.8955,"2_after watering",4.43329,2,"ambient","drought","yes",NA,NA
23,2021-05-06,6.6695,"1_before watering",4.43329,2,"ambient","drought","yes",226,3
23,2021-05-06,6.961,"2_after watering",4.43329,2,"ambient","drought","yes",NA,NA
23,2021-05-07,6.908,"1_before watering",4.43329,2,"ambient","drought","yes",52.9999999999999,1
23,2021-05-10,6.45,"1_before watering",4.43329,2,"ambient","drought","yes",458,3
23,2021-05-10,6.829,"2_after watering",4.43329,2,"ambient","drought","yes",NA,NA
23,2021-05-12,6.4695,"1_before watering",4.43329,2,"ambient","drought","yes",359.5,2
23,2021-05-12,6.872,"2_after watering",4.43329,2,"ambient","drought","yes",NA,NA
23,2021-05-17,6.279,"1_before watering",4.43329,2,"ambient","drought","yes",593,5
23,2021-05-20,5.914,"1_before watering",4.43329,2,"ambient","drought","yes",365,3
23,2021-05-24,5.653,"1_before watering",4.43329,2,"ambient","drought","yes",261,4
23,2021-05-27,5.5275,"1_before watering",4.43329,2,"ambient","drought","yes",125.5,3
24,2021-04-29,7.3195,"2_after watering",4.64498,2,"ambient","drought","yes",NA,NA
24,2021-05-03,7.297,"2_after watering",4.64498,2,"ambient","drought","yes",NA,NA
24,2021-05-06,7.148,"1_before watering",4.64498,2,"ambient","drought","yes",149,3
24,2021-05-06,7.3705,"2_after watering",4.64498,2,"ambient","drought","yes",NA,NA
24,2021-05-07,7.2885,"1_before watering",4.64498,2,"ambient","drought","yes",81.9999999999999,1
24,2021-05-10,7.14,"1_before watering",4.64498,2,"ambient","drought","yes",148.5,3
24,2021-05-10,7.3935,"2_after watering",4.64498,2,"ambient","drought","yes",NA,NA
24,2021-05-12,7.243,"1_before watering",4.64498,2,"ambient","drought","yes",150.5,2
24,2021-05-12,7.475,"2_after watering",4.64498,2,"ambient","drought","yes",NA,NA
24,2021-05-17,7.075,"1_before watering",4.64498,2,"ambient","drought","yes",399.999999999999,5
24,2021-05-20,6.763,"1_before watering",4.64498,2,"ambient","drought","yes",312,3
24,2021-05-24,6.449,"1_before watering",4.64498,2,"ambient","drought","yes",314,4
24,2021-05-31,6.0405,"1_before watering",4.64498,2,"ambient","drought","yes",408.5,7
24,2021-06-03,5.9415,"1_before watering",4.64498,2,"ambient","drought","yes",99.0000000000002,3
24,2021-06-08,5.847,"1_before watering",4.64498,2,"ambient","drought","yes",94.4999999999991,5
25,2021-04-30,6.7525,"2_after watering",4.26597,1,"elevated","drought","yes",NA,NA
25,2021-05-04,6.3835,"1_before watering",4.26597,1,"elevated","drought","yes",369.000000000001,4
25,2021-05-04,6.729,"2_after watering",4.26597,1,"elevated","drought","yes",NA,NA
25,2021-05-07,6.425,"1_before watering",4.26597,1,"elevated","drought","yes",304,3
25,2021-05-07,6.791,"2_after watering",4.26597,1,"elevated","drought","yes",NA,NA
25,2021-05-10,6.5275,"1_before watering",4.26597,1,"elevated","drought","yes",263.500000000001,3
25,2021-05-10,6.885,"2_after watering",4.26597,1,"elevated","drought","yes",NA,NA
25,2021-05-13,6.4515,"1_before watering",4.26597,1,"elevated","drought","yes",433.5,3
25,2021-05-13,6.881,"2_after watering",4.26597,1,"elevated","drought","yes",NA,NA
25,2021-05-17,6.32,"1_before watering",4.26597,1,"elevated","drought","yes",561,4
25,2021-05-20,5.881,"1_before watering",4.26597,1,"elevated","drought","yes",439,3
25,2021-05-24,5.656,"1_before watering",4.26597,1,"elevated","drought","yes",225.000000000001,4
25,2021-05-27,5.5345,"1_before watering",4.26597,1,"elevated","drought","yes",121.499999999999,3
25,2021-05-31,5.444,"1_before watering",4.26597,1,"elevated","drought","yes",90.5000000000005,4
25,2021-06-03,5.389,"1_before watering",4.26597,1,"elevated","drought","yes",54.9999999999997,3
28,2021-04-29,6.2355,"2_after watering",3.97424,2,"ambient","drought","yes",NA,NA
28,2021-05-03,6.264,"2_after watering",3.97424,2,"ambient","drought","yes",NA,NA
28,2021-05-06,5.986,"1_before watering",3.97424,2,"ambient","drought","yes",278,3
28,2021-05-06,6.339,"2_after watering",3.97424,2,"ambient","drought","yes",NA,NA
28,2021-05-07,6.2715,"1_before watering",3.97424,2,"ambient","drought","yes",67.5000000000008,1
28,2021-05-10,5.92,"1_before watering",3.97424,2,"ambient","drought","yes",351.5,3
28,2021-05-10,6.3105,"2_after watering",3.97424,2,"ambient","drought","yes",NA,NA
28,2021-05-12,6.004,"1_before watering",3.97424,2,"ambient","drought","yes",306.500000000001,2
28,2021-05-12,6.3725,"2_after watering",3.97424,2,"ambient","drought","yes",NA,NA
28,2021-05-17,5.751,"1_before watering",3.97424,2,"ambient","drought","yes",621.499999999999,5
28,2021-05-20,5.442,"1_before watering",3.97424,2,"ambient","drought","yes",309,3
28,2021-05-24,5.2475,"1_before watering",3.97424,2,"ambient","drought","yes",194.500000000001,4
28,2021-05-27,5.136,"1_before watering",3.97424,2,"ambient","drought","yes",111.499999999999,3
28,2021-05-31,5.04,"1_before watering",3.97424,2,"ambient","drought","yes",96.0000000000001,4
28,2021-06-02,5.0025,"1_before watering",3.97424,2,"ambient","drought","yes",37.4999999999996,2
31,2021-04-29,6.725,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-05-03,6.647,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-05-06,6.299,"1_before watering",4.46794,2,"ambient","control","yes",348,3
31,2021-05-06,6.678,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-05-07,6.7465,"1_before watering",4.46794,2,"ambient","control","yes",NA,1
31,2021-05-10,6.317,"1_before watering",4.46794,2,"ambient","control","yes",429.5,3
31,2021-05-10,6.691,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-05-13,6.2295,"1_before watering",4.46794,2,"ambient","control","yes",461.5,3
31,2021-05-13,6.587,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-05-17,6.057,"1_before watering",4.46794,2,"ambient","control","yes",529.999999999999,4
31,2021-05-17,6.4375,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-05-20,6.055,"1_before watering",4.46794,2,"ambient","control","yes",382.5,3
31,2021-05-20,6.4415,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-05-24,5.852,"1_before watering",4.46794,2,"ambient","control","yes",589.499999999999,4
31,2021-05-24,6.212,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-05-27,5.831,"1_before watering",4.46794,2,"ambient","control","yes",380.999999999999,3
31,2021-05-27,6.202,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-05-31,5.7295,"1_before watering",4.46794,2,"ambient","control","yes",472.5,4
31,2021-05-31,6.1055,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-06-03,5.755,"1_before watering",4.46794,2,"ambient","control","yes",350.5,3
31,2021-06-03,6.15,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-06-06,NA,"1_before watering",4.46794,2,"ambient","control","yes",NA,3
31,2021-06-06,NA,"2_after watering",4.46794,2,"ambient","control","yes",NA,NA
31,2021-06-07,6.1105,"1_before watering",4.46794,2,"ambient","control","yes",NA,1
33,2021-04-29,6.2685,"2_after watering",3.8724,2,"ambient","drought","yes",NA,NA
33,2021-05-03,6.264,"2_after watering",3.8724,2,"ambient","drought","yes",NA,NA
33,2021-05-06,6.0115,"1_before watering",3.8724,2,"ambient","drought","yes",252.5,3
33,2021-05-06,6.3345,"2_after watering",3.8724,2,"ambient","drought","yes",NA,NA
33,2021-05-07,6.277,"1_before watering",3.8724,2,"ambient","drought","yes",57.5000000000001,1
33,2021-05-10,5.832,"1_before watering",3.8724,2,"ambient","drought","yes",445,3
33,2021-05-10,6.22,"2_after watering",3.8724,2,"ambient","drought","yes",NA,NA
33,2021-05-12,5.8785,"1_before watering",3.8724,2,"ambient","drought","yes",341.5,2
33,2021-05-12,6.3015,"2_after watering",3.8724,2,"ambient","drought","yes",NA,NA
33,2021-05-17,5.6115,"1_before watering",3.8724,2,"ambient","drought","yes",690,5
33,2021-05-20,5.247,"1_before watering",3.8724,2,"ambient","drought","yes",364.500000000001,3
33,2021-05-24,4.9949,"1_before watering",3.8724,2,"ambient","drought","yes",252.1,4
33,2021-05-27,4.893,"1_before watering",3.8724,2,"ambient","drought","yes",101.900000000001,3
35,2021-04-30,6.618,"2_after watering",4.03387,1,"elevated","drought","yes",NA,NA
35,2021-05-04,6.413,"1_before watering",4.03387,1,"elevated","drought","yes",205,4
35,2021-05-04,6.618,"2_after watering",4.03387,1,"elevated","drought","yes",NA,NA
35,2021-05-07,6.492,"1_before watering",4.03387,1,"elevated","drought","yes",126,3
35,2021-05-07,6.664,"2_after watering",4.03387,1,"elevated","drought","yes",NA,NA
35,2021-05-10,6.5025,"1_before watering",4.03387,1,"elevated","drought","yes",161.499999999999,3
35,2021-05-10,6.7015,"2_after watering",4.03387,1,"elevated","drought","yes",NA,NA
35,2021-05-13,6.4855,"1_before watering",4.03387,1,"elevated","drought","yes",216,3
35,2021-05-13,6.6945,"2_after watering",4.03387,1,"elevated","drought","yes",NA,NA
35,2021-05-17,6.5375,"1_before watering",4.03387,1,"elevated","drought","yes",157,4
35,2021-05-20,6.257,"1_before watering",4.03387,1,"elevated","drought","yes",280.5,3
35,2021-05-24,5.934,"1_before watering",4.03387,1,"elevated","drought","yes",322.999999999999,4
35,2021-05-27,5.656,"1_before watering",4.03387,1,"elevated","drought","yes",278,3
41,2021-04-29,6.5085,"2_after watering",4.02709,2,"ambient","drought","yes",NA,NA
41,2021-05-03,6.5005,"2_after watering",4.02709,2,"ambient","drought","yes",NA,NA
41,2021-05-06,6.404,"1_before watering",4.02709,2,"ambient","drought","yes",96.4999999999998,3
41,2021-05-06,6.561,"2_after watering",4.02709,2,"ambient","drought","yes",NA,NA
41,2021-05-07,6.511,"1_before watering",4.02709,2,"ambient","drought","yes",49.9999999999998,1
41,2021-05-10,6.389,"1_before watering",4.02709,2,"ambient","drought","yes",122,3
41,2021-05-10,6.5875,"2_after watering",4.02709,2,"ambient","drought","yes",NA,NA
41,2021-05-12,6.4905,"1_before watering",4.02709,2,"ambient","drought","yes",97.0000000000004,2
41,2021-05-12,6.675,"2_after watering",4.02709,2,"ambient","drought","yes",NA,NA
41,2021-05-17,6.3415,"1_before watering",4.02709,2,"ambient","drought","yes",333.5,5
41,2021-05-20,6.092,"1_before watering",4.02709,2,"ambient","drought","yes",249.5,3
41,2021-05-24,5.774,"1_before watering",4.02709,2,"ambient","drought","yes",318,4
41,2021-05-27,5.587,"1_before watering",4.02709,2,"ambient","drought","yes",187,3
42,2021-04-29,6.6465,"2_after watering",4.0928,2,"ambient","control","yes",NA,NA
42,2021-05-03,6.625,"2_after watering",4.0928,2,"ambient","control","yes",NA,NA
42,2021-05-06,6.392,"1_before watering",4.0928,2,"ambient","control","yes",233,3
42,2021-05-06,6.6785,"2_after watering",4.0928,2,"ambient","control","yes",NA,NA
42,2021-05-07,6.62,"1_before watering",4.0928,2,"ambient","control","yes",58.4999999999996,1
42,2021-05-10,6.312,"1_before watering",4.0928,2,"ambient","control","yes",308,3
42,2021-05-10,6.6685,"2_after watering",4.0928,2,"ambient","control","yes",NA,NA
42,2021-05-13,6.316,"1_before watering",4.0928,2,"ambient","control","yes",352.5,3
42,2021-05-13,6.6435,"2_after watering",4.0928,2,"ambient","control","yes",NA,NA
42,2021-05-17,6.1615,"1_before watering",4.0928,2,"ambient","control","yes",482,4
42,2021-05-17,6.545,"2_after watering",4.0928,2,"ambient","control","yes",NA,NA
42,2021-05-20,6.188,"1_before watering",4.0928,2,"ambient","control","yes",357,3
42,2021-05-20,6.575,"2_after watering",4.0928,2,"ambient","control","yes",NA,NA
42,2021-05-24,6.099,"1_before watering",4.0928,2,"ambient","control","yes",476,4
42,2021-05-24,6.473,"2_after watering",4.0928,2,"ambient","control","yes",NA,NA
42,2021-05-27,6.049,"1_before watering",4.0928,2,"ambient","control","yes",423.999999999999,3
42,2021-05-27,6.4265,"2_after watering",4.0928,2,"ambient","control","yes",NA,NA
42,2021-05-31,5.924,"1_before watering",4.0928,2,"ambient","control","yes",502.499999999999,4
42,2021-05-31,6.3,"2_after watering",4.0928,2,"ambient","control","yes",NA,NA
42,2021-06-01,6.1915,"1_before watering",4.0928,2,"ambient","control","yes",108.5,1
46,2021-04-30,6.661,"2_after watering",4.03515,1,"elevated","drought","yes",NA,NA
46,2021-05-04,6.5345,"1_before watering",4.03515,1,"elevated","drought","yes",126.499999999999,4
46,2021-05-04,6.6505,"2_after watering",4.03515,1,"elevated","drought","yes",NA,NA
46,2021-05-07,6.5745,"1_before watering",4.03515,1,"elevated","drought","yes",76.0000000000005,3
46,2021-05-07,6.699,"2_after watering",4.03515,1,"elevated","drought","yes",NA,NA
46,2021-05-10,6.596,"1_before watering",4.03515,1,"elevated","drought","yes",103,3
46,2021-05-10,6.736,"2_after watering",4.03515,1,"elevated","drought","yes",NA,NA
46,2021-05-13,6.587,"1_before watering",4.03515,1,"elevated","drought","yes",149,3
46,2021-05-13,6.707,"2_after watering",4.03515,1,"elevated","drought","yes",NA,NA
46,2021-05-17,6.555,"1_before watering",4.03515,1,"elevated","drought","yes",152,4
46,2021-05-20,6.3925,"1_before watering",4.03515,1,"elevated","drought","yes",162.5,3
46,2021-05-24,6.179,"1_before watering",4.03515,1,"elevated","drought","yes",213.5,4
46,2021-05-27,5.9785,"1_before watering",4.03515,1,"elevated","drought","yes",200.5,3
46,2021-05-31,5.7815,"1_before watering",4.03515,1,"elevated","drought","yes",197,4
46,2021-06-03,5.611,"1_before watering",4.03515,1,"elevated","drought","yes",170.500000000001,3
46,2021-06-09,5.342,"1_before watering",4.03515,1,"elevated","drought","yes",269,6
50,2021-04-30,6.806,"2_after watering",4.25281,1,"elevated","drought","yes",NA,NA
50,2021-05-04,6.5435,"1_before watering",4.25281,1,"elevated","drought","yes",262.5,4
50,2021-05-04,6.8615,"2_after watering",4.25281,1,"elevated","drought","yes",NA,NA
50,2021-05-07,6.615,"1_before watering",4.25281,1,"elevated","drought","yes",246.5,3
50,2021-05-07,6.909,"2_after watering",4.25281,1,"elevated","drought","yes",NA,NA
50,2021-05-10,6.5675,"1_before watering",4.25281,1,"elevated","drought","yes",341.5,3
50,2021-05-10,6.9305,"2_after watering",4.25281,1,"elevated","drought","yes",NA,NA
50,2021-05-13,6.599,"1_before watering",4.25281,1,"elevated","drought","yes",331.5,3
50,2021-05-13,6.9165,"2_after watering",4.25281,1,"elevated","drought","yes",NA,NA
50,2021-05-17,6.5675,"1_before watering",4.25281,1,"elevated","drought","yes",349,4
50,2021-05-20,6.183,"1_before watering",4.25281,1,"elevated","drought","yes",384.5,3
50,2021-05-24,5.7945,"1_before watering",4.25281,1,"elevated","drought","yes",388.5,4
50,2021-05-27,5.552,"1_before watering",4.25281,1,"elevated","drought","yes",242.500000000001,3
54,2021-04-30,6.37,"2_after watering",4.0049,1,"elevated","control","yes",NA,NA
54,2021-05-04,6.195,"1_before watering",4.0049,1,"elevated","control","yes",175,4
54,2021-05-04,6.3285,"2_after watering",4.0049,1,"elevated","control","yes",NA,NA
54,2021-05-07,6.0225,"1_before watering",4.0049,1,"elevated","control","yes",306,3
54,2021-05-07,6.388,"2_after watering",4.0049,1,"elevated","control","yes",NA,NA
54,2021-05-10,6.2295,"1_before watering",4.0049,1,"elevated","control","yes",158.5,3
54,2021-05-10,6.6025,"2_after watering",4.0049,1,"elevated","control","yes",NA,NA
54,2021-05-13,6.143,"1_before watering",4.0049,1,"elevated","control","yes",459.5,3
54,2021-05-13,6.525,"2_after watering",4.0049,1,"elevated","control","yes",NA,NA
54,2021-05-17,6.031,"1_before watering",4.0049,1,"elevated","control","yes",494.000000000001,4
